SourceRel,Type,SourceResult,LegacyResult,LegacyIdRegistered,TcRefs,MappedTcRefs,CurrentRecipe,Decision
arcane_workbench/focus_pouch.json,thaumcraft:arcane_workbench_shaped,thaumcraft:focus_pouch,thaumcraft:focus_pouch,false,thaumcraft:arcane_workbench_shaped;thaumcraft:focus_pouch,thaumcraft:arcane_workbench_shaped;thaumcraft:focus_pouch,,defer_until_arcane_serializer_parity
arcane_workbench/goggles.json,thaumcraft:arcane_workbench_shaped,thaumcraft:goggles,thaumcraft:goggles,true,thaumcraft:arcane_workbench_shaped;thaumcraft:goggles;thaumcraft:thaumometer,thaumcraft:arcane_workbench_shaped;thaumcraft:goggles;thaumcraft:thaumometer,goggles.json,defer_until_arcane_serializer_parity
arcane_workbench/grapple_gun_spool.json,thaumcraft:arcane_workbench_shaped,thaumcraft:grapple_gun_spool,thaumcraft:grapple_gun_spool,false,thaumcraft:arcane_workbench_shaped;thaumcraft:grapple_gun_spool;thaumcraft:mechanism_simple,thaumcraft:arcane_workbench_shaped;thaumcraft:grapple_gun_spool;thaumcraft:mechanism_simple,,defer_until_arcane_serializer_parity
arcane_workbench/grapple_gun_tip.json,thaumcraft:arcane_workbench_shaped,thaumcraft:grapple_gun_tip,thaumcraft:grapple_gun_tip,false,thaumcraft:arcane_workbench_shaped;thaumcraft:grapple_gun_tip;thaumcraft:mechanism_simple,thaumcraft:arcane_workbench_shaped;thaumcraft:grapple_gun_tip;thaumcraft:mechanism_simple,,defer_until_arcane_serializer_parity
arcane_workbench/hungry_chest.json,thaumcraft:arcane_workbench_shaped,thaumcraft:hungry_chest,thaumcraft:hungry_chest,false,thaumcraft:arcane_workbench_shaped;thaumcraft:greatwood_planks;thaumcraft:hungry_chest,thaumcraft:arcane_workbench_shaped;thaumcraft:plank_greatwood;thaumcraft:hungry_chest,,defer_until_arcane_serializer_parity
arcane_workbench/infusion_matrix.json,thaumcraft:arcane_workbench_shaped,thaumcraft:infusion_matrix,thaumcraft:infusion_matrix,true,thaumcraft:arcane_stone_brick;thaumcraft:arcane_workbench_shaped;thaumcraft:infusion_matrix;thaumcraft:nitor,thaumcraft:stone_arcane_brick;thaumcraft:arcane_workbench_shaped;thaumcraft:infusion_matrix;thaumcraft:nitor,infusionmatrix.json;research_bridge/infusion_matrix.json,defer_until_arcane_serializer_parity
arcane_workbench/inlay.json,thaumcraft:arcane_workbench_shaped,thaumcraft:inlay,thaumcraft:inlay,false,thaumcraft:arcane_workbench_shaped;thaumcraft:inlay,thaumcraft:arcane_workbench_shaped;thaumcraft:inlay,,defer_until_arcane_serializer_parity
arcane_workbench/jar_void.json,thaumcraft:arcane_workbench_shaped,thaumcraft:jar_void,thaumcraft:jar_void,false,thaumcraft:arcane_workbench_shaped;thaumcraft:jar_normal;thaumcraft:jar_void,thaumcraft:arcane_workbench_shaped;thaumcraft:jar_normal;thaumcraft:jar_void,,defer_until_arcane_serializer_parity
arcane_workbench/levitator.json,thaumcraft:arcane_workbench_shaped,thaumcraft:levitator,thaumcraft:levitator,false,thaumcraft:arcane_workbench_shaped;thaumcraft:levitator;thaumcraft:mechanism_simple;thaumcraft:nitor_yellow;thaumcraft:plate_iron;thaumcraft:plate_thaumium,thaumcraft:arcane_workbench_shaped;thaumcraft:levitator;thaumcraft:mechanism_simple;thaumcraft:nitor_yellow;thaumcraft:iron_plate;thaumcraft:thaumium_plate,,defer_until_arcane_serializer_parity
arcane_workbench/matrix_cost.json,thaumcraft:arcane_workbench_shaped,thaumcraft:matrix_cost,thaumcraft:matrix_cost,false,thaumcraft:alumentum;thaumcraft:arcane_stone;thaumcraft:arcane_workbench_shaped;thaumcraft:matrix_cost,thaumcraft:alumentum;thaumcraft:stone_arcane;thaumcraft:arcane_workbench_shaped;thaumcraft:matrix_cost,,defer_until_arcane_serializer_parity
arcane_workbench/matrix_speed.json,thaumcraft:arcane_workbench_shaped,thaumcraft:matrix_speed,thaumcraft:matrix_speed,false,thaumcraft:arcane_stone;thaumcraft:arcane_workbench_shaped;thaumcraft:matrix_speed;thaumcraft:nitor,thaumcraft:stone_arcane;thaumcraft:arcane_workbench_shaped;thaumcraft:matrix_speed;thaumcraft:nitor,,defer_until_arcane_serializer_parity
arcane_workbench/mechanism_complex.json,thaumcraft:arcane_workbench_shaped,thaumcraft:mechanism_complex,thaumcraft:mechanism_complex,true,thaumcraft:arcane_workbench_shaped;thaumcraft:mechanism_complex;thaumcraft:mechanism_simple;thaumcraft:plate_thaumium,thaumcraft:arcane_workbench_shaped;thaumcraft:mechanism_complex;thaumcraft:mechanism_simple;thaumcraft:thaumium_plate,mechanism_complex.json,defer_until_arcane_serializer_parity
arcane_workbench/mechanism_simple.json,thaumcraft:arcane_workbench_shaped,thaumcraft:mechanism_simple,thaumcraft:mechanism_simple,true,thaumcraft:arcane_workbench_shaped;thaumcraft:mechanism_simple;thaumcraft:plate_brass;thaumcraft:plate_iron,thaumcraft:arcane_workbench_shaped;thaumcraft:mechanism_simple;thaumcraft:brass_plate;thaumcraft:iron_plate,mechanism_simple.json,defer_until_arcane_serializer_parity
arcane_workbench/metal_alchemical.json,thaumcraft:arcane_workbench_shaped,thaumcraft:alchemical_brass_block,thaumcraft:alchemical_brass_block,false,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:greatwood_planks;thaumcraft:plate_iron;thaumcraft:tube_normal;thaumcraft:tube_valve,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:plank_greatwood;thaumcraft:iron_plate;thaumcraft:tube_normal;thaumcraft:tube_valve,,defer_until_arcane_serializer_parity
arcane_workbench/metal_alchemical_advanced.json,thaumcraft:arcane_workbench_shaped,thaumcraft:alchemical_brass_advanced_block,thaumcraft:alchemical_brass_advanced_block,false,thaumcraft:alchemical_brass_advanced_block;thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:plate_void;thaumcraft:primordial_pearl,thaumcraft:alchemical_brass_advanced_block;thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:void_plate;thaumcraft:primordial_pearl,,defer_until_arcane_serializer_parity
arcane_workbench/mind_clockwork.json,thaumcraft:arcane_workbench_shaped,thaumcraft:brain_clockwork,thaumcraft:brain_clockwork,false,thaumcraft:arcane_workbench_shaped;thaumcraft:brain_clockwork;thaumcraft:mechanism_simple;thaumcraft:plates/brass,thaumcraft:arcane_workbench_shaped;thaumcraft:brain_clockwork;thaumcraft:mechanism_simple;thaumcraft:plates/brass,,defer_until_arcane_serializer_parity
arcane_workbench/mirrored_glass.json,thaumcraft:arcane_workbench_shapeless,thaumcraft:mirrored_glass,thaumcraft:mirrored_glass,true,thaumcraft:arcane_workbench_shapeless;thaumcraft:mirrored_glass;thaumcraft:quicksilver,thaumcraft:arcane_workbench_shapeless;thaumcraft:mirrored_glass;thaumcraft:quicksilver,mirrorglass.json,defer_until_arcane_serializer_parity
arcane_workbench/morphic_resonator.json,thaumcraft:arcane_workbench_shaped,thaumcraft:morphic_resonator,thaumcraft:morphic_resonator,true,thaumcraft:arcane_workbench_shaped;thaumcraft:morphic_resonator;thaumcraft:plate_brass;thaumcraft:quicksilver,thaumcraft:arcane_workbench_shaped;thaumcraft:morphic_resonator;thaumcraft:brass_plate;thaumcraft:quicksilver,morphicresonator.json,defer_until_arcane_serializer_parity
arcane_workbench/pattern_crafter.json,thaumcraft:arcane_workbench_shaped,thaumcraft:pattern_crafter,thaumcraft:pattern_crafter,false,thaumcraft:arcane_workbench_shaped;thaumcraft:greatwood_planks;thaumcraft:mechanism_simple;thaumcraft:pattern_crafter;thaumcraft:vis_resonator,thaumcraft:arcane_workbench_shaped;thaumcraft:plank_greatwood;thaumcraft:mechanism_simple;thaumcraft:pattern_crafter;thaumcraft:vis_resonator,,defer_until_arcane_serializer_parity
arcane_workbench/paving_barrier.json,thaumcraft:arcane_workbench_shaped,thaumcraft:paving_stone_barrier,thaumcraft:paving_stone_barrier,false,thaumcraft:arcane_stone_brick;thaumcraft:arcane_workbench_shaped;thaumcraft:paving_stone_barrier,thaumcraft:stone_arcane_brick;thaumcraft:arcane_workbench_shaped;thaumcraft:paving_stone_barrier,,defer_until_arcane_serializer_parity
arcane_workbench/paving_travel.json,thaumcraft:arcane_workbench_shaped,thaumcraft:paving_stone_travel,thaumcraft:paving_stone_travel,false,thaumcraft:arcane_stone_brick;thaumcraft:arcane_workbench_shaped;thaumcraft:paving_stone_travel,thaumcraft:stone_arcane_brick;thaumcraft:arcane_workbench_shaped;thaumcraft:paving_stone_travel,,defer_until_arcane_serializer_parity
arcane_workbench/pedestal_ancient.json,thaumcraft:arcane_workbench_shaped,thaumcraft:pedestal_ancient,thaumcraft:pedestal_ancient,false,thaumcraft:ancient_stone;thaumcraft:ancient_stone_slab;thaumcraft:arcane_workbench_shaped;thaumcraft:pedestal_ancient,thaumcraft:stone_ancient;thaumcraft:slab_ancient;thaumcraft:arcane_workbench_shaped;thaumcraft:pedestal_ancient,,defer_until_arcane_serializer_parity
arcane_workbench/pedestal_arcane.json,thaumcraft:arcane_workbench_shaped,thaumcraft:pedestal_arcane,thaumcraft:pedestal_arcane,false,thaumcraft:arcane_stone;thaumcraft:arcane_stone_slab;thaumcraft:arcane_workbench_shaped;thaumcraft:pedestal_arcane,thaumcraft:stone_arcane;thaumcraft:slab_arcane_stone;thaumcraft:arcane_workbench_shaped;thaumcraft:pedestal_arcane,,defer_until_arcane_serializer_parity
arcane_workbench/pedestal_eldritch.json,thaumcraft:arcane_workbench_shaped,thaumcraft:pedestal_eldritch,thaumcraft:pedestal_eldritch,false,thaumcraft:arcane_workbench_shaped;thaumcraft:eldritch_stone_tile;thaumcraft:pedestal_eldritch,thaumcraft:arcane_workbench_shaped;thaumcraft:eldritch_stone_tile;thaumcraft:pedestal_eldritch,,defer_until_arcane_serializer_parity
arcane_workbench/potion_sprayer.json,thaumcraft:arcane_workbench_shaped,thaumcraft:potion_sprayer,thaumcraft:potion_sprayer,false,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:plates/brass;thaumcraft:plates/iron;thaumcraft:potion_sprayer,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:plates/brass;thaumcraft:plates/iron;thaumcraft:potion_sprayer,,defer_until_arcane_serializer_parity
arcane_workbench/primal_charm.json,thaumcraft:arcane_workbench_shaped,thaumcraft:primal_charm,thaumcraft:primal_charm,false,thaumcraft:amber;thaumcraft:arcane_workbench_shaped;thaumcraft:balanced_shard;thaumcraft:primal_charm,thaumcraft:amber;thaumcraft:arcane_workbench_shaped;thaumcraft:balanced_shard;thaumcraft:primal_charm,,defer_until_arcane_serializer_parity
arcane_workbench/recharge_pedestal.json,thaumcraft:arcane_workbench_shaped,thaumcraft:recharge_pedestal,thaumcraft:recharge_pedestal,false,thaumcraft:arcane_workbench_shaped;thaumcraft:recharge_pedestal;thaumcraft:vis_resonator,thaumcraft:arcane_workbench_shaped;thaumcraft:recharge_pedestal;thaumcraft:vis_resonator,,defer_until_arcane_serializer_parity
arcane_workbench/redstone_relay.json,thaumcraft:arcane_workbench_shaped,thaumcraft:redstone_relay,thaumcraft:redstone_relay,false,thaumcraft:arcane_workbench_shaped;thaumcraft:mechanism_simple;thaumcraft:redstone_relay,thaumcraft:arcane_workbench_shaped;thaumcraft:mechanism_simple;thaumcraft:redstone_relay,,defer_until_arcane_serializer_parity
arcane_workbench/research_table.json,thaumcraft:arcane_workbench_shaped,thaumcraft:research_table,thaumcraft:research_table,true,thaumcraft:arcane_workbench_shaped;thaumcraft:research_table,thaumcraft:arcane_workbench_shaped;thaumcraft:research_table,research_bridge/research_table.json,defer_until_arcane_serializer_parity
arcane_workbench/resonator.json,thaumcraft:arcane_workbench_shaped,thaumcraft:resonator,thaumcraft:resonator,false,thaumcraft:arcane_workbench_shaped;thaumcraft:plate_iron;thaumcraft:resonator,thaumcraft:arcane_workbench_shaped;thaumcraft:iron_plate;thaumcraft:resonator,,defer_until_arcane_serializer_parity
arcane_workbench/robe_boots.json,thaumcraft:arcane_workbench_shaped,thaumcraft:cloth_boots,thaumcraft:cloth_boots,false,thaumcraft:arcane_workbench_shaped;thaumcraft:cloth_boots;thaumcraft:enchanted_fabric,thaumcraft:arcane_workbench_shaped;thaumcraft:cloth_boots;thaumcraft:enchanted_fabric,,defer_until_arcane_serializer_parity
arcane_workbench/robe_chest.json,thaumcraft:arcane_workbench_shaped,thaumcraft:cloth_chest,thaumcraft:cloth_chest,false,thaumcraft:arcane_workbench_shaped;thaumcraft:cloth_chest;thaumcraft:enchanted_fabric,thaumcraft:arcane_workbench_shaped;thaumcraft:cloth_chest;thaumcraft:enchanted_fabric,,defer_until_arcane_serializer_parity
arcane_workbench/robe_legs.json,thaumcraft:arcane_workbench_shaped,thaumcraft:cloth_legs,thaumcraft:cloth_legs,false,thaumcraft:arcane_workbench_shaped;thaumcraft:cloth_legs;thaumcraft:enchanted_fabric,thaumcraft:arcane_workbench_shaped;thaumcraft:cloth_legs;thaumcraft:enchanted_fabric,,defer_until_arcane_serializer_parity
arcane_workbench/sanity_checker.json,thaumcraft:arcane_workbench_shaped,thaumcraft:sanity_checker,thaumcraft:sanity_checker,false,thaumcraft:arcane_workbench_shaped;thaumcraft:mirrored_glass;thaumcraft:nuggets/brass;thaumcraft:sanity_checker;thaumcraft:zombie_brain,thaumcraft:arcane_workbench_shaped;thaumcraft:mirrored_glass;thaumcraft:nuggets/brass;thaumcraft:sanity_checker;thaumcraft:zombie_brain,,defer_until_arcane_serializer_parity
arcane_workbench/scribing_tools.json,thaumcraft:arcane_workbench_shaped,thaumcraft:scribing_tools,thaumcraft:scribing_tools,true,thaumcraft:arcane_workbench_shaped;thaumcraft:scribing_tools;thaumcraft:shard_order,thaumcraft:arcane_workbench_shaped;thaumcraft:scribing_tools;thaumcraft:shard_order,scribingtoolscraft2.json;scribingtoolsrefill.json;research_bridge/scribing_tools.json,defer_until_arcane_serializer_parity
arcane_workbench/seal_blank.json,thaumcraft:arcane_workbench_shapeless,thaumcraft:blank_seal,thaumcraft:blank_seal,false,thaumcraft:arcane_workbench_shapeless;thaumcraft:blank_seal;thaumcraft:nitor;thaumcraft:tallow,thaumcraft:arcane_workbench_shapeless;thaumcraft:blank_seal;thaumcraft:nitor;thaumcraft:tallow,,defer_until_arcane_serializer_parity
arcane_workbench/smelter_aux.json,thaumcraft:arcane_workbench_shaped,thaumcraft:smelter_aux,thaumcraft:smelter_aux,false,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:bellows;thaumcraft:greatwood_planks;thaumcraft:plate_brass;thaumcraft:plate_iron;thaumcraft:smelter_aux;thaumcraft:tube_filter,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:bellows;thaumcraft:plank_greatwood;thaumcraft:brass_plate;thaumcraft:iron_plate;thaumcraft:smelter_aux;thaumcraft:tube_filter,,defer_until_arcane_serializer_parity
arcane_workbench/smelter_basic.json,thaumcraft:arcane_workbench_shaped,thaumcraft:smelter,thaumcraft:smelter,false,thaumcraft:arcane_workbench_shaped;thaumcraft:crucible;thaumcraft:plate_brass;thaumcraft:smelter,thaumcraft:arcane_workbench_shaped;thaumcraft:crucible;thaumcraft:brass_plate;thaumcraft:smelter,,defer_until_arcane_serializer_parity
arcane_workbench/smelter_thaumium.json,thaumcraft:arcane_workbench_shaped,thaumcraft:smelter_thaumium,thaumcraft:smelter_thaumium,false,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:plate_brass;thaumcraft:plate_thaumium;thaumcraft:smelter;thaumcraft:smelter_thaumium,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:brass_plate;thaumcraft:thaumium_plate;thaumcraft:smelter;thaumcraft:smelter_thaumium,,defer_until_arcane_serializer_parity
arcane_workbench/smelter_vent.json,thaumcraft:arcane_workbench_shaped,thaumcraft:smelter_vent,thaumcraft:smelter_vent,false,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:filter;thaumcraft:plate_brass;thaumcraft:plate_iron;thaumcraft:smelter_vent,thaumcraft:alchemical_brass_block;thaumcraft:arcane_workbench_shaped;thaumcraft:filter;thaumcraft:brass_plate;thaumcraft:iron_plate;thaumcraft:smelter_vent,,defer_until_arcane_serializer_parity
arcane_workbench/smelter_void.json,thaumcraft:arcane_workbench_shaped,thaumcraft:smelter_void,thaumcraft:smelter_void,false,thaumcraft:alchemical_brass_advanced_block;thaumcraft:arcane_workbench_shaped;thaumcraft:plate_brass;thaumcraft:plate_void;thaumcraft:smelter;thaumcraft:smelter_void,thaumcraft:alchemical_brass_advanced_block;thaumcraft:arcane_workbench_shaped;thaumcraft:brass_plate;thaumcraft:void_plate;thaumcraft:smelter;thaumcraft:smelter_void,,defer_until_arcane_serializer_parity
arcane_workbench/spa.json,thaumcraft:arcane_workbench_shaped,thaumcraft:spa,thaumcraft:spa,false,thaumcraft:arcane_stone;thaumcraft:arcane_workbench_shaped;thaumcraft:jar_normal;thaumcraft:mechanism_simple;thaumcraft:spa,thaumcraft:stone_arcane;thaumcraft:arcane_workbench_shaped;thaumcraft:jar_normal;thaumcraft:mechanism_simple;thaumcraft:spa,,defer_until_arcane_serializer_parity
arcane_workbench/stabilizer.json,thaumcraft:arcane_workbench_shaped,thaumcraft:stabilizer,thaumcraft:stabilizer,false,thaumcraft:arcane_stone;thaumcraft:arcane_stone_slab;thaumcraft:arcane_workbench_shaped;thaumcraft:inlay;thaumcraft:mechanism_complex;thaumcraft:stabilizer;thaumcraft:vis_resonator,thaumcraft:stone_arcane;thaumcraft:slab_arcane_stone;thaumcraft:arcane_workbench_shaped;thaumcraft:inlay;thaumcraft:mechanism_complex;thaumcraft:stabilizer;thaumcraft:vis_resonator,,defer_until_arcane_serializer_parity
arcane_workbench/thaumium_axe.json,thaumcraft:arcane_workbench_shaped,thaumcraft:thaumium_axe,thaumcraft:thaumium_axe,true,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_axe;thaumcraft:thaumium_ingot,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_axe;thaumcraft:thaumium_ingot,thaumium_axe.json,defer_until_arcane_serializer_parity
arcane_workbench/thaumium_hoe.json,thaumcraft:arcane_workbench_shaped,thaumcraft:thaumium_hoe,thaumcraft:thaumium_hoe,true,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_hoe;thaumcraft:thaumium_ingot,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_hoe;thaumcraft:thaumium_ingot,thaumium_hoe.json,defer_until_arcane_serializer_parity
arcane_workbench/thaumium_pick.json,thaumcraft:arcane_workbench_shaped,thaumcraft:thaumium_pick,thaumcraft:thaumium_pick,true,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_ingot;thaumcraft:thaumium_pick,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_ingot;thaumcraft:thaumium_pick,thaumium_pick.json,defer_until_arcane_serializer_parity
arcane_workbench/thaumium_shovel.json,thaumcraft:arcane_workbench_shaped,thaumcraft:thaumium_shovel,thaumcraft:thaumium_shovel,true,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_ingot;thaumcraft:thaumium_shovel,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_ingot;thaumcraft:thaumium_shovel,thaumium_shovel.json,defer_until_arcane_serializer_parity
arcane_workbench/thaumium_sword.json,thaumcraft:arcane_workbench_shaped,thaumcraft:thaumium_sword,thaumcraft:thaumium_sword,true,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_ingot;thaumcraft:thaumium_sword,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumium_ingot;thaumcraft:thaumium_sword,thaumium_sword.json,defer_until_arcane_serializer_parity
arcane_workbench/thaumometer.json,thaumcraft:arcane_workbench_shaped,thaumcraft:thaumometer,thaumcraft:thaumometer,true,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumometer,thaumcraft:arcane_workbench_shaped;thaumcraft:thaumometer,thaumometer.json,defer_until_arcane_serializer_parity
arcane_workbench/tube.json,thaumcraft:arcane_workbench_shaped,thaumcraft:tube_normal,thaumcraft:tube_normal,false,thaumcraft:arcane_workbench_shaped;thaumcraft:brass_nugget;thaumcraft:plate_iron;thaumcraft:quicksilver;thaumcraft:tube_normal,thaumcraft:arcane_workbench_shaped;thaumcraft:brass_nugget;thaumcraft:iron_plate;thaumcraft:quicksilver;thaumcraft:tube_normal,,defer_until_arcane_serializer_parity
