Rel,Status,Decision,Extension
assets/thaumcraft/blockstates/curio.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/deepslate_amber_ore.json,identical,already_present,.json
assets/thaumcraft/blockstates/deepslate_cinnabar_ore.json,identical,already_present,.json
assets/thaumcraft/blockstates/deepslate_quartz_ore.json,identical,already_present,.json
assets/thaumcraft/blockstates/dioptra.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/effect_glimmer.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/effect_sap.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/effect_shock.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/eldritch_pillar.json,identical,already_present,.json
assets/thaumcraft/blockstates/eldritch_stone_tile.json,identical,already_present,.json
assets/thaumcraft/blockstates/empty.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/essentia_input.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/essentia_output.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/essentia_reservoir.json,identical,already_present,.json
assets/thaumcraft/blockstates/everfull_urn.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/flesh_block.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/flux_goo.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/flux_scrubber.json,identical,already_present,.json
assets/thaumcraft/blockstates/focal_manipulator.json,identical,already_present,.json
assets/thaumcraft/blockstates/golem_builder.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/grass_ambient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/greatwood_leaves.json,identical,already_present,.json
assets/thaumcraft/blockstates/greatwood_log.json,identical,already_present,.json
assets/thaumcraft/blockstates/greatwood_planks.json,identical,already_present,.json
assets/thaumcraft/blockstates/greatwood_sapling.json,identical,already_present,.json
assets/thaumcraft/blockstates/greatwood_slab.json,identical,already_present,.json
assets/thaumcraft/blockstates/greatwood_stairs.json,identical,already_present,.json
assets/thaumcraft/blockstates/hole.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/hungry_chest.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/infernal_furnace.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/infusion_matrix.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/ingot.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/inlay.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/jar_brain.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/jar_normal.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/jar_void.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/label.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/lamp_arcane.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/lamp_fertility.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/lamp_growth.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/leaves_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/leaves_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/levitator.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/liquid_death.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/log_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/log_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_bag.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_crate_common.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_crate_rare.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_crate_uncommon.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_urn_common.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_urn_rare.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/loot_urn_uncommon.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/matrix_cost.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/matrix_speed.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/metal_alchemical.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/metal_alchemical_advanced.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/metal_brass.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/metal_thaumium.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/metal_void.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/mind.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/mirror.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/mirror_essentia.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/mirror_item.json,identical,already_present,.json
assets/thaumcraft/blockstates/module.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_black.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_blue.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_brown.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_cyan.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_gray.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_green.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_light_blue.json,identical,already_present,.json
assets/thaumcraft/blockstates/nitor_light_gray.json,identical,already_present,.json
assets/thaumcraft/blockstates/nitor_lightblue.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_lime.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_magenta.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_orange.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_pink.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_purple.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_red.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_silver.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_white.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nitor_yellow.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/nugget.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/ore_amber.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/ore_cinnabar.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/ore_quartz.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pattern_crafter.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/paving_stone.json,identical,already_present,.json
assets/thaumcraft/blockstates/paving_stone_barrier.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/paving_stone_travel.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pedestal_ancient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pedestal_arcane.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pedestal_eldritch.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/phial.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pillar_ancient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pillar_arcane.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/pillar_eldritch.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/placeholder_anvil.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/placeholder_bars.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/placeholder_brick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/placeholder_cauldron.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/placeholder_obsidian.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/placeholder_table.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/plank_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/plank_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/plate.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/porous_stone.json,identical,already_present,.json
assets/thaumcraft/blockstates/potion_sprayer.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/purifying_fluid.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/quartz_ore.json,identical,already_present,.json
assets/thaumcraft/blockstates/recharge_pedestal.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/redstone_relay.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/research_table.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/sapling_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/sapling_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/shimmerleaf.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/silverwood_leaves.json,identical,already_present,.json
assets/thaumcraft/blockstates/silverwood_log.json,identical,already_present,.json
assets/thaumcraft/blockstates/silverwood_planks.json,identical,already_present,.json
assets/thaumcraft/blockstates/silverwood_sapling.json,identical,already_present,.json
assets/thaumcraft/blockstates/silverwood_slab.json,identical,already_present,.json
assets/thaumcraft/blockstates/silverwood_stairs.json,identical,already_present,.json
assets/thaumcraft/blockstates/slab_ancient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_arcane_brick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_arcane_stone.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_double_ancient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_double_arcane_brick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_double_arcane_stone.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_double_eldritch.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_double_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_double_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_eldritch.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/slab_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/smelter.json,identical,already_present,.json
assets/thaumcraft/blockstates/smelter_aux.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/smelter_basic.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/smelter_thaumium.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/smelter_vent.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/smelter_void.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/spa.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stabilizer.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stairs_ancient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stairs_arcane.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stairs_arcane_brick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stairs_greatwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stairs_silverwood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_ancient.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_ancient_doorway.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_ancient_glyphed.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_ancient_rock.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_ancient_tile.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_arcane.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_arcane_brick.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_eldritch_tile.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/stone_porous.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/table_stone.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/table_wood.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_crust.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_feature.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_fibre.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_geyser.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_log.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_rock.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/taint_soil.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/thaumatorium.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/thaumatorium_top.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/thaumium_block.json,identical,already_present,.json
assets/thaumcraft/blockstates/thaumometer.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/thaumonomicon.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/tube.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/tube_buffer.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/tube_filter.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/tube_normal.json,identical,already_present,.json
assets/thaumcraft/blockstates/tube_oneway.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/tube_restrict.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/tube_restricted.json,identical,already_present,.json
assets/thaumcraft/blockstates/tube_valve.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/turret.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/vis_battery.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/vis_generator.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/vis_relay.json,identical,already_present,.json
assets/thaumcraft/blockstates/vishroom.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/void_block.json,identical,already_present,.json
assets/thaumcraft/blockstates/void_metal_block.json,identical,already_present,.json
assets/thaumcraft/blockstates/void_siphon.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/blockstates/wand_workbench.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/lang/de_de.json,identical,already_present,.json
assets/thaumcraft/lang/en_us.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/lang/fr_fr.json,identical,already_present,.json
assets/thaumcraft/lang/ja_jp.json,identical,already_present,.json
assets/thaumcraft/lang/ko_kr.json,identical,already_present,.json
assets/thaumcraft/lang/LICENSE,different,keep_current_1_21_or_legacy_asset,
assets/thaumcraft/lang/nl_nl.json,identical,already_present,.json
assets/thaumcraft/lang/README.md,different,keep_current_1_21_or_legacy_asset,.md
assets/thaumcraft/lang/ru_ru.json,identical,already_present,.json
assets/thaumcraft/lang/zh_cn.json,identical,already_present,.json
assets/thaumcraft/lang/zh_tw.json,identical,already_present,.json
assets/thaumcraft/loot_tables/cultist.json,identical,already_present,.json
assets/thaumcraft/loot_tables/pech.json,identical,already_present,.json
assets/thaumcraft/models/block/activator_rail_active_flat.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/activator_rail_active_raised_ne.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/activator_rail_active_raised_sw.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/activator_rail_flat.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/activator_rail_raised_ne.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/activator_rail_raised_sw.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/alchemical_brass_advanced_block.json,identical,already_present,.json
assets/thaumcraft/models/block/alchemical_brass_block.json,identical,already_present,.json
assets/thaumcraft/models/block/alembic.json,identical,already_present,.json
assets/thaumcraft/models/block/alembic_normal.json,different,keep_current_1_21_or_legacy_asset,.json
assets/thaumcraft/models/block/amber_block.json,different,keep_current_1_21_or_legacy_asset,.json
